dt,Y,M,D,away_team,home_team,away_score,home_score,away_pitcher_id,home_pitcher_id,away_1_id,away_2_id,away_3_id,away_4_id,away_5_id,away_6_id,away_7_id,away_8_id,away_9_id,home_1_id,home_2_id,home_3_id,home_4_id,home_5_id,home_6_id,home_7_id,home_8_id,home_9_id,outcome
2020-09-23,2020,9,23,NYA,TOR,1,14,tLAAm001,ray-r002,lemad001,judga001,stanm004,voitl001,torrg001,hicka001,urshg001,sancg002,frazc001,biggc002,bichb001,hernt002,gricr001,guerv002,gurrl001,shawt001,panij002,jansd001,1
2020-09-23,2020,9,23,LAA,SDN,5,2,barrj003,clevm001,fletd002,walsj001,troum001,renda001,ohtas001,uptoj001,wardt002,bemba001,rengl001,grist001,cronj001,machm001,hosme001,phamt001,myerw001,garcg002,castj006,profj001,0
2020-09-24,2020,9,24,DET,KCA,7,8,fulmm001,bubik001,reyev001,castw003,cabrm001,candj002,goodn002,dixob001,romia002,parei001,camed001,merrw001,mondr003,peres002,franm004,dozih001,ohear001,gorda001,cordf003,lopen001,1
2020-09-24,2020,9,24,CHA,CLE,4,5,keucd001,plesz001,andet001,moncy001,grany001,abrej003,jimee001,encae001,mazan001,sancc001,dysoj001,lindf001,hernc005,ramij003,santc002,reyef001,luplj001,merco003,perer003,deshd002,1
2020-09-24,2020,9,24,NYA,TOR,1,4,montj004,ryu-h001,lemad001,voitl001,hicka001,stanm004,torrg001,urshg001,frazc001,higak001,gardb001,biggc002,bichb001,hernt002,gricr001,guerv002,gurrl001,kirka001,villj001,jansd001,1
2020-09-24,2020,9,24,HOU,TEX,12,4,javic001,lynnl001,sprig001,altuj001,branm003,brega001,tuckk001,gurry001,corrc001,reddj001,garnd001,tavel001,calhw001,kinei001,gallj002,solan001,odorr001,guzmr001,aposs001,mathj001,0
2020-09-24,2020,9,24,BAL,BOS,13,1,cobba001,perem004,albeh001,iglej001,mounr001,sevep001,haysa001,valap001,ruizr002,uriar001,mullc002,verda001,dever001,bogax001,martj006,vazqc001,bradj001,dalbb001,chavm001,arroc001,0
2020-09-24,2020,9,24,NYN,WAS,3,2,peted003,corbp001,mcnej002,davij006,smitd008,alonp001,canor001,frazt001,rosaa003,hereg002,chirr001,turnt001,sotoj001,suzuk001,gomey001,harrj002,nollj001,taylm002,garcl006,roblv001,0
2020-09-24,2020,9,24,MIL,SLN,2,4,burnc002,kim-k001,garca003,yelic001,braur002,gyorj001,hiurk001,taylt002,arcio002,urial001,nottj001,wongk001,edmat001,goldp001,carpm002,moliy001,millb002,dejop001,fowld001,carld002,1
2020-09-24,2020,9,24,COL,SFN,5,4,gonzc002,gausk001,tapir001,pillk001,stort001,blacc001,fuenj001,mcmar001,hampg001,hills005,woltt001,slata001,dicka001,florw001,beltb001,crawb001,longe001,dubom001,bartj003,duggs001,0
2020-09-24,2020,9,24,CHN,PIT,0,7,milla003,kuhlc001,rizza001,contw001,heywj001,schwk001,maybc001,kipnj001,baezj001,carav001,boted002,fraza001,hayek001,morac001,bellj005,polag001,reynb001,olivj003,riddj001,murpj001,1
2020-09-24,2020,9,24,OAK,LAN,1,5,fierm001,buehw001,lastt001,grosr001,semim001,olsom001,canhm001,laurr001,lambj001,piscs001,murps001,bettm001,seagc001,turnj001,muncm001,smitw003,bellc002,polla001,pedej001,taylc001,1
2020-09-24,2020,9,24,MIA,ATL,4,2,lopep002,andei001,dickc002,marts002,aguij001,andeb006,coopg002,joycm001,rojam002,wallc001,bertj001,acunr001,freef001,ozunm001,darnt001,albio001,duvaa001,swand001,markn001,hecha001,0
2020-09-25,2020,9,25,BAL,TOR,5,10,lopej004,walkt004,haysa001,iglej001,stewd002,mounr001,ruizr002,albeh001,siscc001,uriar001,mullc002,villj001,bichb001,hernt002,gricr001,guerv002,shawt001,davij007,panij002,jansd001,1
2020-09-25,2020,9,25,PHI,TBA,4,6,velav001,mortc002,mccua001,bohma001,harpb003,realj001,gregd001,seguj002,brucj001,knapa001,kings001,wendj002,arozr001,lowen001,adamw002,kierk001,brosm001,renfh001,philb002,zunim001,1
2020-09-25,2020,9,25,SEA,OAK,1,3,kikuy001,bassc001,crawj002,lewik001,seagk001,frant002,marmj001,white005,lopet001,bishb001,odomj001,semim001,lastt001,laurr001,canhm001,olsom001,davik003,piscs001,lambj001,murps001,1
2020-09-25,2020,9,25,MIA,NYA,4,3,alcas001,happj001,bertj001,marts002,aguij001,andeb006,coopg002,brinl001,dickc002,rojam002,wallc001,lemad001,judga001,hicka001,stanm004,voitl001,urshg001,torrg001,sancg002,frazc001,0
2020-09-25,2020,9,25,CIN,MIN,7,2,mahlt001,berrj001,akiys001,castn001,vottj001,suare001,mousm001,winkj002,senzn001,galvf001,barnt001,keplm001,donaj001,cruzn002,rosae001,buxtb001,sanom001,polaj001,garvm001,gonzm002,0
2020-09-25,2020,9,25,DET,KCA,2,3,turns003,kellb003,reyev001,castw003,cabrm001,casth001,goodn002,stewc002,haase001,parei001,camed001,merrw001,mondr003,peres002,franm004,ohear001,dozih001,gorda001,cordf003,lopen001,1
2020-09-25,2020,9,25,PIT,CLE,3,4,kellm003,carrc003,fraza001,hayek001,morac001,bellj005,polag001,reynb001,gonze004,olivj003,stalj001,lindf001,hernc005,ramij003,santc002,reyef001,naqut001,naylj001,leons001,deshd002,1
2020-09-25,2020,9,25,CHN,CHA,10,0,darvy001,ceasd001,happi001,rizza001,contw001,heywj001,baezj001,schwk001,carav001,kipnj001,hoern001,andet001,moncy001,grany001,abrej003,encae001,mazan001,robel002,engea001,madrn001,0
2020-09-25,2020,9,25,HOU,TEX,4,5,urquj001,codyk001,sprig001,altuj001,branm003,brega001,tuckk001,gurry001,corrc001,reddj001,maldm001,kinei001,calhw001,solan001,gallj002,odorr001,huffs001,dietd001,guzmr001,white006,1
2020-09-25,2020,9,25,MIL,SLN,3,0,suteb001,flahj002,garca003,yelic001,braur002,voged001,hiurk001,gyorj001,sogae001,arcio002,narvo001,wongk001,edmat001,goldp001,dejop001,moliy001,fowld001,carld002,oneit001,badeh001,0
2020-09-25,2020,9,25,SDN,SFN,6,5,lamed001,samaj001,grist001,tatif002,machm001,hosme001,myerw001,morem001,phamt001,castj006,garcg002,yastm001,dicka001,solad001,beltb001,florw001,longe001,crawb001,dubom001,bartj003,0
2020-09-25,2020,9,25,SDN,SFN,4,5,paddc001,andet002,tatif002,machm001,hosme001,myerw001,nolaa002,cronj001,phamt001,profj001,grist001,yastm001,dicka001,solad001,beltb001,florw001,longe001,crawb001,dubom001,bartj003,1
2020-09-25,2020,9,25,LAA,LAN,5,9,heLAA001,kersc001,fletd002,walsj001,troum001,renda001,pujoa001,uptoj001,stasm001,wardt002,rengl001,bettm001,seagc001,turnj001,muncm001,smitw003,bellc002,polla001,herne001,barna001,1
2020-09-25,2020,9,25,BOS,ATL,7,8,mazzc002,wrigk001,verda001,arroc001,martj006,bradj001,plawk001,dalbb001,lin-t001,chavm001,arauj001,acunr001,albio001,ozunm001,duvaa001,swand001,rilea001,markn001,flowt001,hecha001,1
2020-09-25,2020,9,25,COL,ARI,5,11,santa004,clart003,tapir001,pillk001,stort001,blacc001,fuenj001,mcmar001,hills005,hampg001,woltt001,locat001,vanmj001,walkc002,perad001,smitp002,ahmen001,vogts001,mathw001,jay-j001,1
2020-09-25,2020,9,25,COL,ARI,0,4,senza001,gallz001,tapir001,pillk001,stort001,blacc001,fuenj001,mcmar001,kempm001,diaze005,hampg001,varsd001,martk001,walkc002,calhk001,escoe001,perad001,ahmen001,smitp002,kellc002,1
2020-09-25,2020,9,25,MIL,SLN,1,9,lindj004,poncd001,garca003,yelic001,braur002,voged001,hiurk001,gyorj001,sogae001,arcio002,nottj001,wongk001,edmat001,goldp001,carpm002,fowld001,millb002,dejop001,carld002,wietm001,1
2020-09-26,2020,9,26,BAL,TOR,2,5,meanj001,zeuct001,haysa001,iglej001,mounr001,stewd002,sevep001,ruizr002,albeh001,uriar001,mullc002,biggc002,villj001,hernt002,guerv002,gurrl001,shawt001,kirka001,panij002,davij007,1
2020-09-26,2020,9,26,HOU,TEX,1,6,mccul002,gibsk002,stram002,altuj001,brega001,tuckk001,gurry001,reddj001,diaza003,garnd001,mayfj001,tavel001,calhw001,kinei001,gallj002,solan001,odorr001,tejea001,guzmr001,mathj001,1
2020-09-26,2020,9,26,PHI,TBA,3,4,wheez001,curtj003,mccua001,bohma001,harpb003,realj001,seguj002,gregd001,gossp001,kings001,quinr003,arozr001,loweb001,adamw002,tsuty001,brosm001,kierk001,margm001,philb002,zunim001,1
2020-09-26,2020,9,26,SEA,OAK,12,3,dunnj002,blacp001,crawj002,seagk001,frant002,marmj001,lopet001,white005,bishb001,gordd002,odomj001,kempt001,grosr001,lastt001,canhm001,olsom001,murps001,lambj001,machv001,orf-n001,0
2020-09-26,2020,9,26,SEA,OAK,5,1,shefj001,minom001,crawj002,frant002,lewik001,seagk001,torrl001,white005,lopet001,ervip001,bishb001,semim001,lastt001,laurr001,canhm001,olsom001,davik003,piscs001,lambj001,heimj001,0
2020-09-26,2020,9,26,MIA,NYA,4,11,roget003,garcd003,sierm002,bertj001,coopg002,joycm001,brinl001,alfaj002,chisj001,harrm003,rojam002,lemad001,judga001,stanm004,voitl001,urshg001,hicka001,frazc001,sancg002,wadet002,1
2020-09-26,2020,9,26,CIN,MIN,3,7,castl003,pinem001,akiys001,winkj002,vottj001,suare001,mousm001,galvf001,goodb001,farmk001,casac001,keplm001,arral001,rosae001,cruzn002,cavej001,polaj001,gonzm002,jeffr002,adrie001,1
2020-09-26,2020,9,26,DET,KCA,4,3,boydm001,hernc006,casth001,castw003,cabrm001,stewc002,goodn002,romia002,parei001,hilld002,camed001,merrw001,mondr003,peres002,franm004,dozih001,mcbrr001,gorda001,olive001,lopen001,0
2020-09-26,2020,9,26,NYN,WAS,3,4,degrj001,schem001,nimmb001,mcnej002,davij006,smitd008,canor001,alonp001,gimea001,guill001,ramow001,steva001,turnt001,sotoj001,herny002,holtb002,gomey001,garcl006,harrj002,roblv001,1
2020-09-26,2020,9,26,CHN,CHA,5,9,lestj001,dunnd001,happi001,rizza001,contw001,heywj001,bryak001,schwk001,baezj001,kipnj001,carav001,andet001,moncy001,abrej003,encae001,mccaj001,robel002,engea001,mazan001,madrn001,1
2020-09-26,2020,9,26,NYN,WAS,3,5,porcr001,sanca004,nimmb001,mcnej002,canor001,alonp001,frazt001,guill001,rosaa003,hereg002,chirr001,steva001,turnt001,sotoj001,herny002,holtb002,suzuk001,garcl006,harrj002,taylm002,1
2020-09-26,2020,9,26,MIL,SLN,3,0,woodb005,waina001,garca003,yelic001,braur002,voged001,hiurk001,gyorj001,sogae001,arcio002,narvo001,wongk001,edmat001,goldp001,millb002,moliy001,dejop001,carpm002,fowld001,carld002,0
2020-09-26,2020,9,26,SDN,SFN,6,2,daviz001,cuetj001,grist001,tatif002,machm001,hosme001,phamt001,morem001,nolaa002,cronj001,profj001,yastm001,dicka001,solad001,beltb001,florw001,longe001,crawb001,dubom001,heint001,0
2020-09-26,2020,9,26,LAA,LAN,6,7,tehej001,gonst001,fletd002,walsj001,pujoa001,ohtas001,stasm001,wardt002,adelj001,jonej007,sotoe001,bettm001,seagc001,turnj001,muncm001,bellc002,smitw003,pedej001,taylc001,polla001,1
2020-09-26,2020,9,26,BOS,ATL,8,2,houct001,davit005,verda001,dever001,bogax001,martj006,vazqc001,bradj001,dalbb001,chavm001,arroc001,acunr001,freef001,ozunm001,darnt001,albio001,duvaa001,swand001,hecha001,incie001,0
2020-09-26,2020,9,26,COL,ARI,10,3,marqg001,weavl001,tapir001,pillk001,blacc001,stort001,fuenj001,murpd006,diaze005,mcmar001,hampg001,varsd001,martk001,walkc002,calhk001,escoe001,perad001,smitp002,vanmj001,jay-j001,0
2020-09-26,2020,9,26,PIT,CLE,8,0,musgj001,civaa001,fraza001,hayek001,morac001,bellj005,polag001,reynb001,gonze004,osunj001,stalj001,lindf001,hernc005,ramij003,santc002,reyef001,naqut001,luplj001,perer003,deshd002,0
2020-09-27,2020,9,27,MIA,NYA,5,0,urenj001,schmc002,dickc002,marts002,aguij001,andeb006,joycm001,bertj001,chisj001,wallc001,sierm002,lemad001,judga001,hicka001,voitl001,urshg001,torrg001,gardb001,sancg002,wadet002,0
2020-09-27,2020,9,27,SEA,OAK,2,6,gonzm005,montf001,crawj002,lewik001,seagk001,frant002,white005,marmj001,lopet001,bishb001,odomj001,semim001,lastt001,davik003,canhm001,olsom001,laurr001,piscs001,lambj001,murps001,1
2020-09-27,2020,9,27,CIN,MIN,5,3,grays001,hillr001,aquia001,castn001,vottj001,suare001,mousm001,senzn001,farmk001,garcj007,casac001,keplm001,arral001,cruzn002,rosae001,cavej001,sanom001,polaj001,gonzm002,avila001,0
2020-09-27,2020,9,27,HOU,TEX,4,8,dejoc001,lylej001,sprig001,altuj001,branm003,brega001,diaza003,gurry001,corrc001,reddj001,garnd001,choos001,tavel001,kinei001,gallj002,solan001,odorr001,huffs001,guzmr001,tejea001,1
2020-09-27,2020,9,27,BAL,TOR,7,5,akink001,roart001,haysa001,stewd002,mounr001,nuner001,ruizr002,albeh001,siscc001,valap001,mullc002,biggc002,bichb001,guerv002,gricr001,gurrl001,shawt001,villj001,davij007,jansd001,0
2020-09-27,2020,9,27,PHI,TBA,0,5,nolaa001,flemj001,mccua001,bohma001,harpb003,realj001,seguj002,gregd001,gossp001,kings001,quinr003,tsuty001,loweb001,arozr001,lowen001,wendj002,renfh001,philb002,brosm001,perem005,1
2020-09-27,2020,9,27,DET,KCA,1,3,zimmj003,singb001,reyev001,camed001,goodn002,dixob001,stewc002,bonij002,haase001,parei001,alcas002,gorda001,merrw001,mondr003,peres002,franm004,dozih001,mcbrr001,olive001,lopen001,1
2020-09-27,2020,9,27,NYN,WAS,5,15,lugos001,votha001,nimmb001,canor001,alonp001,frazt001,ramow001,guill001,rosaa003,hereg002,cordr001,steva001,turnt001,sotoj001,herny002,gomey001,holtb002,harrj002,garcl006,roblv001,1
2020-09-27,2020,9,27,CHN,CHA,10,8,alzoa001,loper003,hamib001,maybc001,schwk001,bryak001,baezj001,carav001,boted002,kipnj001,hoern001,andet001,moncy001,grany001,abrej003,encae001,robel002,mazan001,engea001,madrn001,0
2020-09-27,2020,9,27,COL,ARI,3,11,freek001,bumgm001,tapir001,fuenj001,blacc001,stort001,diaze005,mcmar001,hampg001,hills005,woltt001,locat001,martk001,walkc002,calhk001,escoe001,ahmen001,varsd001,mathw001,kellc002,1
2020-09-27,2020,9,27,BOS,ATL,9,1,piven001,wilsb003,bradj001,dever001,bogax001,martj006,plawk001,dalbb001,chavm001,lin-t001,arauj001,albio001,freef001,ozunm001,sandp001,duvaa001,markn001,swand001,flowt001,incie001,0
2020-09-27,2020,9,27,LAA,LAN,0,5,sandp002,gonzv001,fletd002,walsj001,wardt002,ohtas001,adelj001,bemba001,uptoj001,jonej007,sotoe001,polla001,seagc001,turnj001,muncm001,smitw003,taylc001,herne001,barna001,pedej001,1
2020-09-27,2020,9,27,PIT,CLE,6,8,brubj001,quanc001,fraza001,hayek001,morac001,bellj005,reynb001,gonze004,riddj001,osunj001,susaa001,lindf001,hernc005,ramij003,santc002,reyef001,naylj001,luplj001,perer003,merco003,1
2020-09-27,2020,9,27,MIL,SLN,2,5,andeb004,gomba001,garca003,yelic001,braur002,gyorj001,voged001,hiurk001,arcio002,urial001,nottj001,wongk001,edmat001,goldp001,carld002,moliy001,dejop001,fowld001,badeh001,oneit001,1
2020-09-27,2020,9,27,SDN,SFN,5,4,morea001,smyld001,tatif002,machm001,nolaa002,myerw001,morem001,phamt001,cronj001,castj006,profj001,slata001,yastm001,ruf-d001,florw001,beltb001,longe001,dubom001,crawb001,bartj003,0
2021-04-01,2021,4,1,SFN,SEA,7,8,gausk001,gonzm005,slata001,yastm001,solad001,longe001,beltb001,florw001,poseb001,crawb001,dubom001,hanim001,frant002,seagk001,white005,tramt001,moord002,fralj001,murpt002,crawj002,1
2021-04-01,2021,4,1,HOU,OAK,8,1,greiz001,bassc001,altuj001,branm003,brega001,tuckk001,corrc001,alvay001,gurry001,stram002,maldm001,canhm001,laurr001,olsom001,chapm001,morem001,lowrj001,murps001,pindc001,andre001,0
2021-04-01,2021,4,1,TOR,NYA,3,2,ryu-h001,coleg001,semim001,biggc002,bichb001,hernt002,guerv002,gurrl001,tellr001,gricr001,jansd001,lemad001,judga001,hicka001,stanm004,torrg001,urshg001,sancg002,brucj001,frazc001,0
2021-04-01,2021,4,1,TEX,KCA,10,14,gibsk002,kellb003,kinei001,dahld001,gallj002,solan001,lowen001,holtb002,white006,tavel001,trevj001,merrw001,benia002,santc002,peres002,solej001,dozih001,isbek001,taylm002,lopen001,1
2021-04-01,2021,4,1,CLE,DET,2,3,biebs001,boydm001,luplj001,hernc005,ramij003,rosae001,reyef001,naylj001,chany001,perer003,gimea001,grosr001,candj002,castw003,cabrm001,schoj001,mazan001,ramow001,reyev001,jonej006,1
2021-04-01,2021,4,1,CHA,LAA,3,4,gioll001,bundd001,andet001,eatoa002,abrej003,moncy001,grany001,garcl004,robel002,collz001,madrn001,fletd002,ohtas001,troum001,renda001,uptoj001,pujoa001,iglej001,stasm001,fowld001,1
2021-04-01,2021,4,1,ARI,SDN,7,8,bumgm001,darvy001,rojaj001,martk001,walkc002,perad001,cabra002,escoe001,smitp002,vogts001,bumgm001,phamt001,tatif002,machm001,hosme001,myerw001,cronj001,profj001,carav001,darvy001,1
2021-04-01,2021,4,1,ATL,PHI,2,3,friem001,nolaa001,acunr001,albio001,freef001,ozunm001,darnt001,swand001,rilea001,pachc001,friem001,mccua001,hoskr001,harpb003,realj001,bohma001,gregd001,seguj002,hasea001,nolaa001,1
2021-04-01,2021,4,1,MIN,MIL,5,6,maedk001,woodb005,arral001,donaj001,polaj001,sanom001,keplm001,buxtb001,garvm001,simma001,maedk001,wongk001,hiurk001,yelic001,garca003,shawt001,cainl001,narvo001,urial001,woodb005,1
2021-04-01,2021,4,1,TBA,MIA,1,0,glast001,alcas001,tsuty001,meada001,arozr001,loweb001,diazy001,kierk001,adamw002,zunim001,glast001,dickc002,marts002,aguij001,duvaa001,andeb006,chisj001,alfaj002,rojam002,alcas001,0
2021-04-01,2021,4,1,LAN,COL,5,8,kersc001,marqg001,bettm001,seagc001,turnj001,bellc002,muncm001,taylc001,lux-g001,barna001,kersc001,tapir001,fuenj001,stort001,blacc001,cronc002,diaze005,owinc001,hampg001,marqg001,1
2021-04-01,2021,4,1,SLN,CIN,11,6,flahj002,castl003,edmat001,goldp001,arenn001,dejop001,oneit001,moliy001,carld002,willj006,flahj002,winkj002,castn001,vottj001,suare001,mousm001,senzn001,indij001,barnt001,castl003,0
2021-04-01,2021,4,1,PIT,CHN,5,3,kuhlc001,hendk001,fraza001,hayek001,reynb001,morac001,newmk001,polag001,stalj001,alfoa002,kuhlc001,happi001,contw001,rizza001,bryak001,pedej001,baezj001,heywj001,boted002,hendk001,0
2021-04-02,2021,4,2,SFN,SEA,6,3,cuetj001,kikuy001,slata001,yastm001,solad001,longe001,ruf-d001,florw001,poseb001,crawb001,dubom001,hanim001,frant002,seagk001,white005,tramt001,moord002,fralj001,torrl001,crawj002,0
2021-04-02,2021,4,2,BAL,BOS,3,0,meanj001,eovan001,mullc002,manct001,santa003,mounr001,ruizr002,haysa001,franm004,galvf001,sevep001,herne001,verda001,martj006,bogax001,dever001,renfh001,gonzm002,vazqc001,dalbb001,0
2021-04-02,2021,4,2,CHA,LAA,12,8,keucd001,heLAA001,andet001,robel002,abrej003,moncy001,vauga001,grany001,eatoa002,mercy001,madrn001,fletd002,ohtas001,troum001,renda001,uptoj001,pujoa001,iglej001,stasm001,fowld001,0
2021-04-02,2021,4,2,HOU,OAK,9,5,javic001,luzaj001,altuj001,branm003,brega001,tuckk001,corrc001,alvay001,gurry001,stram002,maldm001,canhm001,laurr001,olsom001,chapm001,morem001,lowrj001,andre001,tom-k001,garca006,0
2021-04-02,2021,4,2,TBA,MIA,6,4,yarbr001,lopep002,tsuty001,meada001,arozr001,loweb001,diazy001,wendj002,margm001,mejif001,yarbr001,rojam002,marts002,aguij001,coopg002,andeb006,duvaa001,chisj001,alfaj002,lopep002,0
2021-04-02,2021,4,2,LAN,COL,11,6,bauet001,senza001,bettm001,seagc001,turnj001,bellc002,muncm001,smitw003,polla001,lux-g001,bauet001,tapir001,fuenj001,stort001,blacc001,cronc002,mcmar001,owinc001,nuned001,senza001,0
2021-04-02,2021,4,2,ARI,SDN,2,4,kellm002,snelb001,locat001,martk001,walkc002,escoe001,cabra002,kellc002,rojaj001,mathw001,kellm002,phamt001,tatif002,machm001,hosme001,myerw001,cronj001,campl002,profj001,snelb001,1
2021-04-03,2021,4,3,SFN,SEA,0,4,webbl001,flexc001,lastt001,yastm001,solad001,beltb001,longe001,dicka001,slata001,crawb001,casac001,hanim001,frant002,seagk001,white005,tramt001,moord002,fralj001,torrl001,crawj002,1
2021-04-03,2021,4,3,HOU,OAK,9,1,mccul002,irvic001,altuj001,branm003,diaza003,tuckk001,corrc001,alvay001,gurry001,stram002,maldm001,canhm001,olsom001,chapm001,morem001,pindc001,piscs001,andre001,kempt001,garca006,0
2021-04-03,2021,4,3,TOR,NYA,3,5,strir001,klubc001,semim001,biggc002,bichb001,hernt002,guerv002,gurrl001,tellr001,gricr001,jansd001,lemad001,judga001,hicka001,stanm004,torrg001,brucj001,sancg002,urshg001,frazc001,1
2021-04-03,2021,4,3,TEX,KCA,4,11,arihk001,minom001,kinei001,dahld001,gallj002,solan001,lowen001,white006,trevj001,tavel001,culbc001,merrw001,benia002,santc002,peres002,solej001,taylm002,isbek001,albeh001,lopen001,1
2021-04-03,2021,4,3,CLE,DET,2,5,plesz001,tehej001,gameb001,hernc005,ramij003,rosae001,reyef001,naylj001,bauej001,perer003,gimea001,grosr001,candj002,castw003,cabrm001,schoj001,mazan001,ramow001,goodn002,jonej006,1
2021-04-03,2021,4,3,CHA,LAA,3,5,lynnl001,cobba001,andet001,eatoa002,abrej003,moncy001,collz001,mercy001,robel002,vauga001,garcl004,fletd002,ohtas001,troum001,renda001,walsj001,uptoj001,iglej001,suzuk001,fowld001,1
2021-04-03,2021,4,3,BAL,BOS,4,2,harvm001,houct001,mullc002,manct001,santa003,mounr001,ruizr002,haysa001,franm004,galvf001,sevep001,herne001,verda001,martj006,bogax001,dever001,gonzm002,dalbb001,cordf003,plawk001,0
2021-04-03,2021,4,3,ATL,PHI,0,4,mortc002,wheez001,acunr001,albio001,freef001,ozunm001,darnt001,swand001,rilea001,pachc001,mortc002,mccua001,hoskr001,harpb003,realj001,bohma001,gregd001,seguj002,quinr003,wheez001,1
2021-04-03,2021,4,3,MIN,MIL,2,0,berrj001,burnc002,arral001,polaj001,buxtb001,keplm001,sanom001,cavej001,jeffr002,simma001,berrj001,wongk001,shawt001,yelic001,hiurk001,bradj001,cainl001,narvo001,arcio002,burnc002,0
2021-04-03,2021,4,3,TBA,MIA,7,12,hillr001,herne002,meada001,margm001,wendj002,diazy001,kierk001,adamw002,zunim001,brosm001,hillr001,rojam002,marts002,aguij001,coopg002,brinl001,chisj001,bertj001,wallc001,herne002,1
2021-04-03,2021,4,3,LAN,COL,6,5,buehw001,grayj003,lux-g001,seagc001,taylc001,bellc002,muncm001,polla001,riose001,barna001,buehw001,tapir001,hampg001,stort001,blacc001,cronc002,mcmar001,fuenj001,nuned001,grayj003,0
2021-04-03,2021,4,3,SLN,CIN,6,9,waina001,mahlt001,edmat001,goldp001,arenn001,dejop001,oneit001,moliy001,carld002,willj006,waina001,winkj002,castn001,vottj001,suare001,mousm001,indij001,naqut001,barnt001,mahlt001,1
2021-04-03,2021,4,3,PIT,CHN,1,5,andet002,arrij001,fraza001,hayek001,reynb001,morac001,newmk001,polag001,stalj001,fowld002,andet002,contw001,bryak001,rizza001,baezj001,pedej001,marij002,heywj001,boted002,arrij001,1
2021-04-03,2021,4,3,ARI,SDN,0,7,smitc006,musgj001,rojaj001,martk001,walkc002,perad001,smitp002,escoe001,vanmj001,vogts001,smitc006,tatif002,machm001,phamt001,myerw001,cronj001,kim-h002,matej003,carav001,musgj001,1
2021-04-04,2021,4,4,HOU,OAK,9,2,urquj001,mLAAs001,altuj001,tuckk001,brega001,alvay001,gurry001,corrc001,stram002,castj006,mccoc001,canhm001,olsom001,lowrj001,morem001,chapm001,pindc001,tom-k001,andre001,garca006,0
2021-04-04,2021,4,4,TOR,NYA,3,1,zeuct001,germd001,semim001,biggc002,bichb001,hernt002,guerv002,gurrl001,gricr001,panij002,kirka001,lemad001,judga001,hicka001,torrg001,brucj001,sancg002,frazc001,urshg001,gardb001,0
2021-04-04,2021,4,4,TEX,KCA,7,3,lylej001,singb001,kinei001,dahld001,gallj002,lowen001,solan001,guzmr001,holtb002,heimj001,tavel001,merrw001,benia002,santc002,peres002,solej001,taylm002,isbek001,albeh001,lopen001,0
2021-04-04,2021,4,4,CLE,DET,9,3,civaa001,skubt001,luplj001,hernc005,ramij003,rosae001,reyef001,rosaa003,naylj001,chany001,hedga001,grosr001,candj002,castw003,mazan001,schoj001,reyev001,casth001,greig001,badda001,0
2021-04-04,2021,4,4,BAL,BOS,11,3,zimmb002,richg002,mullc002,manct001,santa003,mounr001,ruizr002,franm004,galvf001,haysa001,siscc001,herne001,verda001,martj006,bogax001,gonzm002,renfh001,vazqc001,dalbb001,arroc001,0
2021-04-04,2021,4,4,CHA,LAA,4,7,ceasd001,ohtas001,andet001,eatoa002,abrej003,moncy001,mercy001,grany001,robel002,hamib001,madrn001,fletd002,ohtas001,troum001,renda001,walsj001,uptoj001,iglej001,lagaj001,stasm001,1
2021-04-04,2021,4,4,ATL,PHI,1,2,andei001,efliz001,acunr001,albio001,freef001,ozunm001,darnt001,swand001,rilea001,pachc001,andei001,mccua001,hoskr001,harpb003,bohma001,gregd001,seguj002,knapa001,hasea001,efliz001,1
2021-04-04,2021,4,4,MIN,MIL,8,2,pinem001,housa001,arral001,polaj001,buxtb001,keplm001,sanom001,cavej001,garvm001,simma001,pinem001,wongk001,hiurk001,yelic001,garca003,bradj001,urial001,pinam001,arcio002,housa001,0
2021-04-04,2021,4,4,ARI,SDN,3,1,widet001,paddc001,rojaj001,martk001,walkc002,perad001,cabra002,smitp002,kellc002,perdg001,widet001,tatif002,cronj001,machm001,hosme001,phamt001,myerw001,campl002,profj001,paddc001,0
2021-04-04,2021,4,4,PIT,CHN,3,4,kellm003,daviz001,fraza001,newmk001,reynb001,morac001,evanp001,polag001,perem005,alfoa002,kellm003,happi001,contw001,rizza001,bryak001,pedej001,baezj001,heywj001,sogae001,daviz001,1
2021-04-04,2021,4,4,LAN,COL,4,2,uriaj001,gomba001,bettm001,polla001,turnj001,smitw003,muncm001,taylc001,lux-g001,mckiz001,uriaj001,owinc001,hampg001,stort001,blacc001,cronc002,diaze005,mcmar001,dazay001,gomba001,0
2021-04-04,2021,4,4,SLN,CIN,1,12,martc006,hoffj003,edmat001,goldp001,arenn001,dejop001,oneit001,moliy001,carld002,willj006,martc006,naqut001,castn001,vottj001,suare001,mousm001,senzn001,indij001,stept001,hoffj003,1
2021-04-05,2021,4,5,BAL,NYA,0,7,lopej004,montj004,mullc002,manct001,mounr001,franm004,sevep001,valap001,galvf001,uriar001,mcker001,lemad001,judga001,hicka001,stanm004,torrg001,sancg002,brucj001,urshg001,frazc001,1
2021-04-05,2021,4,5,MIL,CHN,3,5,andeb004,willt002,wongk001,hiurk001,yelic001,garca003,bradj001,urial001,narvo001,arcio002,andeb004,happi001,contw001,bryak001,rizza001,baezj001,boted002,marij002,duffm002,willt002,1
